date,month,year,,
2023-10-28,10,2023,10 / 2023,
2023-10-29,10,2023,10 / 2023,
2023-10-30,10,2023,10 / 2023,
2023-10-31,10,2023,10 / 2023,
2023-11-01,11,2023,11 / 2023,
2023-11-02,11,2023,11 / 2023,
2023-11-03,11,2023,11 / 2023,
2023-11-04,11,2023,11 / 2023,
2023-11-05,11,2023,11 / 2023,
2023-11-06,11,2023,11 / 2023,
2023-11-07,11,2023,11 / 2023,
2023-11-08,11,2023,11 / 2023,
2023-11-09,11,2023,11 / 2023,
2023-11-10,11,2023,11 / 2023,
2023-11-11,11,2023,11 / 2023,
2023-11-12,11,2023,11 / 2023,
2023-11-13,11,2023,11 / 2023,
2023-11-14,11,2023,11 / 2023,
2023-11-15,11,2023,11 / 2023,
2023-11-16,11,2023,11 / 2023,
2023-11-17,11,2023,11 / 2023,
2023-11-18,11,2023,11 / 2023,
2023-11-19,11,2023,11 / 2023,
2023-11-20,11,2023,11 / 2023,
2023-11-21,11,2023,11 / 2023,
2023-11-22,11,2023,11 / 2023,
2023-11-23,11,2023,11 / 2023,
2023-11-24,11,2023,11 / 2023,
2023-11-25,11,2023,11 / 2023,
2023-11-26,11,2023,11 / 2023,
2023-11-27,11,2023,11 / 2023,
2023-11-28,11,2023,11 / 2023,
2023-11-29,11,2023,11 / 2023,
2023-11-30,11,2023,11 / 2023,
2023-12-01,12,2023,12 / 2023,
2023-12-02,12,2023,12 / 2023,
2023-12-03,12,2023,12 / 2023,
2023-12-04,12,2023,12 / 2023,
2023-12-05,12,2023,12 / 2023,
2023-12-06,12,2023,12 / 2023,
2023-12-07,12,2023,12 / 2023,
2023-12-08,12,2023,12 / 2023,
2023-12-09,12,2023,12 / 2023,
2023-12-10,12,2023,12 / 2023,
2023-12-11,12,2023,12 / 2023,
2023-12-12,12,2023,12 / 2023,
2023-12-13,12,2023,12 / 2023,
2023-12-14,12,2023,12 / 2023,
2023-12-15,12,2023,12 / 2023,
2023-12-16,12,2023,12 / 2023,
2023-12-17,12,2023,12 / 2023,
2023-12-18,12,2023,12 / 2023,
2023-12-19,12,2023,12 / 2023,
2023-12-20,12,2023,12 / 2023,
2023-12-21,12,2023,12 / 2023,
2023-12-22,12,2023,12 / 2023,
2023-12-23,12,2023,12 / 2023,
2023-12-24,12,2023,12 / 2023,
2023-12-25,12,2023,12 / 2023,
2023-12-26,12,2023,12 / 2023,
2023-12-27,12,2023,12 / 2023,
2023-12-28,12,2023,12 / 2023,
2023-12-29,12,2023,12 / 2023,
2023-12-30,12,2023,12 / 2023,
2023-12-31,12,2023,12 / 2023,
